product_id,product_name,inspector_notes,return_reason,classification
69,Lululemon Align High-Rise Leggings,See attached: Did not like the product.,Did not like the product,restock
83,Gucci GG Marmont Leather Belt,Observed: Manufacturing defect.,Manufacturing defect,recycle
16,Amazon Basics High-Speed HDMI Cable,Customer notes: Obvious repair needed.,Obvious repair needed,refurbish
4,Rain Design mStand Laptop Stand,Reported: Gift return.,Gift return,restock
27,Ring Stick Up Cam Battery Security Camera,Customer reported: Multiple components failed.,Multiple components failed,recycle
17,ASUS AX6000 WiFi 6 Router,Assessment: Occasion cancelled.,Occasion cancelled,restock
15,VIVO Dual Monitor Stand,May require refurbish. Minor dent.,Minor dent,refurbish
83,Gucci GG Marmont Leather Belt,May require restock. Ordered wrong quantity.,Ordered wrong quantity,restock
72,Canada Goose Expedition Parka Coat,Observed: Seasonal preference change.,Seasonal preference change,restock
17,ASUS AX6000 WiFi 6 Router,Customer notes: Received as gift.,Received as gift,restock
5,Logitech MX Master 3S Wireless Mouse,Returned due to: Box opened but item unused.,Box opened but item unused,refurbish
64,J.Crew Ludlow Slim-Fit Suit Blazer,May require restock. Occasion cancelled.,Occasion cancelled,restock
82,Hermès H-pattern Silk Tie,May require refurbish. Minor alignment issue.,Minor alignment issue,refurbish
35,Noctua NH-D15 CPU Cooler,Further testing needed: Style doesn't match.,Style doesn't match,restock
62,Champion Powerblend Fleece Sweatpants,Possible overlap with other categories. Adhesive residue.,Adhesive residue,refurbish
68,Birkenstock Arizona Soft Footbed Sandals,Observed: Changed mind.,Changed mind,recycle
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Customer notes: Minor warping.,Minor warping,refurbish
65,Patagonia Better Sweater Fleece Sweater,Observed: Gift return.,Gift return,restock
100,Christian Louboutin So Kate 120mm High Heels,Notes: Obvious usage marks.,Obvious usage marks,refurbish
70,Uniqlo Heattech Cotton Tank Top,Potential refurbish situation. Minor zipper issue.,Minor zipper issue,refurbish
75,The North Face Etip Recycled Gloves,May require restock. No longer needed.,No longer needed,restock
2,Apple iPhone 15 Pro Silicone Case,Possible issue: Major structural damage.,Major structural damage,recycle
11,Anker PowerCore 26800 Power Bank,Observed: Electrical short circuit.,Electrical short circuit,recycle
83,Gucci GG Marmont Leather Belt,Further testing needed: Unwanted purchase.,Unwanted purchase,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Potential restock situation. Hazardous material exposure.,Hazardous material exposure,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,Unclear if restock or other. No longer needed.,No longer needed,restock
12,Microsoft Xbox Wireless Controller,Reported: Structural failure.,Structural failure,recycle
43,CyberPower CP1500PFCLCD UPS Battery,Potential refurbish situation. Small hole.,Small hole,refurbish
13,Logitech C920s HD Pro Webcam,Potential restock situation. Obvious repair needed.,Obvious repair needed,restock
83,Gucci GG Marmont Leather Belt,See attached: Slight stretching.,Slight stretching,refurbish
85,Hermès Birkin 30 Togo Leather Handbag,May require refurbish. Light usage wear.,Light usage wear,refurbish
38,Roku Ultra 4K HDR Streaming Device,Potential recycle situation. Significant fading.,Significant fading,recycle
74,Patagonia P-6 Logo Trucker Hat,Assessment: Small fabric pull.,Small fabric pull,refurbish
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Unclear if restock or other. Different style preferred.,Different style preferred,restock
35,Noctua NH-D15 CPU Cooler,Possible recycle case. Noticeable dent.,Noticeable dent,recycle
32,Samsung 980 PRO 2TB NVMe SSD,Unclear if refurbish or other. Minor alignment issue.,Minor alignment issue,refurbish
37,Samsung 65-inch Neo QLED 4K Smart TV,May require refurbish. Ordered wrong quantity.,Ordered wrong quantity,refurbish
23,Belkin BoostCharge Pro 15W Wireless Charger,Initial check: Did not like the product.,Did not like the product,restock
79,Patagonia Baggies Swim Shorts,Uncertain: Minor zipper issue.,Minor zipper issue,refurbish
36,Fractal Design Define 7 PC Case,Visual inspection: No longer needed.,No longer needed,restock
22,Belkin MagSafe Car Phone Mount,Unclear if restock or other. Unwanted purchase.,Unwanted purchase,restock
68,Birkenstock Arizona Soft Footbed Sandals,Customer reported: Color not as shown.,Color not as shown,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Uncertain: Ordered wrong quantity.,Ordered wrong quantity,restock
93,Alo Yoga 7/8 High-Waist Leggings,Notes: Extreme weather damage.,Extreme weather damage,recycle
40,Logitech Harmony Elite Universal Remote,Customer notes: Major impact damage.,Major impact damage,refurbish
7,Anker PowerPort III 65W Phone Charger,Uncertain: Small fabric pull.,Small fabric pull,recycle
24,Bose QuietComfort 45 Noise Cancelling Headphones,Inspected: Motor failure. Needs further review.,Motor failure,recycle
57,Dockers Alpha Khaki Slim Tapered Pants,May require recycle. Manufacturing defect.,Manufacturing defect,recycle
42,APC Back-UPS Pro 1500VA Surge Protector,May require refurbish. Minor cosmetic damage.,Minor cosmetic damage,refurbish
73,Acne Studios Oversized Wool Scarf,Customer notes: Changed mind.,Changed mind,restock
66,Zara High-Waisted Mini Skirt,Customer reported: Hazardous material exposure.,Hazardous material exposure,recycle
32,Samsung 980 PRO 2TB NVMe SSD,Possible issue: Obvious repair needed.,Obvious repair needed,recycle
53,Levi's 511 Slim Fit Denim Jeans,Returned due to: Wrong size ordered.,Wrong size ordered,restock
71,L.L.Bean Fisherman Knit Cardigan,See attached: Significant fading.,Significant fading,refurbish
73,Acne Studios Oversized Wool Scarf,Potential refurbish situation. Minor alignment issue (customer unclear).,Minor alignment issue (customer unclear),refurbish
49,Fitbit Charge 5 Advanced Fitness Tracker,Flagged: Obvious repair needed.,Obvious repair needed,restock
76,Smartwool PhD Outdoor Light Crew Socks,Possible issue: Style doesn't match.,Style doesn't match,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,Notes: Major scratch.,Major scratch,refurbish
82,Hermès H-pattern Silk Tie,Inspected: Severe water damage. Needs further review.,Severe water damage,recycle
90,Chanel No. 5 Eau de Parfum,Visual inspection: Wrong size ordered.,Wrong size ordered,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,May require refurbish. Slight discoloration.,Slight discoloration,refurbish
67,Reformation Silk Midi Dress,Further testing needed: small stain.,small stain,recycle
31,Corsair Vengeance LPX 32GB DDR4 RAM,Unclear if restock or other. Duplicate order.,Duplicate order,restock
93,Alo Yoga 7/8 High-Waist Leggings,Visual inspection: Occasion cancelled.,Occasion cancelled,restock
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Returned due to: structural failure.,structural failure,restock
94,Lululemon Energy Bra High Support Sports Bra,May require recycle. Completely broken.,Completely broken,recycle
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Customer notes: Multiple components failed.,Multiple components failed,recycle
16,Amazon Basics High-Speed HDMI Cable,Notes: Irreparable damage.,Irreparable damage,restock
73,Acne Studios Oversized Wool Scarf,Further testing needed: changed mind.,changed mind,recycle
59,Patagonia Better Sweater Fleece Jacket,Notes: Safety hazard.,Safety hazard,refurbish
9,JBL Flip 6 Portable Bluetooth Speaker,Customer notes: small hole.,small hole,refurbish
53,Levi's 511 Slim Fit Denim Jeans,Notes: Major impact damage.,Major impact damage,recycle
2,Apple iPhone 15 Pro Silicone Case,Observed: Safety hazard.,Safety hazard,recycle
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Flagged: Noticeable dent.,Noticeable dent,restock
16,Amazon Basics High-Speed HDMI Cable,Possible refurbish case. Small fabric pull.,Small fabric pull,refurbish
99,Allbirds Tree Runners Casual Shoes,Unclear if restock or other. Duplicate order.,Duplicate order,restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,Uncertain: Changed mind (customer unclear).,Changed mind (customer unclear),restock
23,Belkin BoostCharge Pro 15W Wireless Charger,Customer notes: Obvious repair needed.,Obvious repair needed,recycle
65,Patagonia Better Sweater Fleece Sweater,Unclear if restock or other. Received as gift.,Received as gift,restock
6,Corsair K95 RGB Platinum Keyboard,Inspected: Minor functionality issue. Needs further review.,Minor functionality issue,refurbish
59,Patagonia Better Sweater Fleece Jacket,Uncertain: Severe corrosion.,Severe corrosion,recycle
60,Polo Ralph Lauren Classic Fit Polo Shirt,Observed: Heavy wear.,Heavy wear,refurbish
82,Hermès H-pattern Silk Tie,Observed: budget constraints.,budget constraints,restock
72,Canada Goose Expedition Parka Coat,Assessment: obvious usage marks.,obvious usage marks,recycle
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Inspected: Wrong size ordered. Needs further review.,Wrong size ordered,refurbish
24,Bose QuietComfort 45 Noise Cancelling Headphones,Visual inspection: Minor button issue.,Minor button issue,refurbish
68,Birkenstock Arizona Soft Footbed Sandals,Customer notes: Extreme weather damage.,Extreme weather damage,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Potential refurbish situation. Minor button issue.,Minor button issue,refurbish
62,Champion Powerblend Fleece Sweatpants,Customer reported: Small scratch.,Small scratch,refurbish
44,Netgear ProSAFE 16-Port Gigabit Switch,Inspected: Slight discoloration. Needs further review.,Slight discoloration,refurbish
27,Ring Stick Up Cam Battery Security Camera,Reported: Major scratch.,Major scratch,recycle
40,Logitech Harmony Elite Universal Remote,Further testing needed: Minor dent.,Minor dent,refurbish
11,Anker PowerCore 26800 Power Bank,Reported: Motor failure.,Motor failure,recycle
21,Tomtoc 360 Protective Laptop Bag,Unclear if refurbish or other. Heavy wear.,Heavy wear,refurbish
69,Lululemon Align High-Rise Leggings,Potential refurbish situation. loose thread.,loose thread,refurbish
30,Razer BlackWidow V4 Gaming Keyboard,Possible issue: Completely broken.,Completely broken,recycle
61,Patagonia Baggies 5-inch Shorts,Possible recycle case. Battery leak.,Battery leak,recycle
6,Corsair K95 RGB Platinum Keyboard,Inspected: Major scratch. Needs further review.,Major scratch,recycle
60,Polo Ralph Lauren Classic Fit Polo Shirt,See attached: Fit not as expected.,Fit not as expected,restock
35,Noctua NH-D15 CPU Cooler,Unclear if recycle or other. Significant fading.,Significant fading,recycle
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Possible issue: Slight stretching.,Slight stretching,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Uncertain: Obvious repair needed.,Obvious repair needed,recycle
61,Patagonia Baggies 5-inch Shorts,Unclear if restock or other. No longer needed.,No longer needed,restock
67,Reformation Silk Midi Dress,Flagged: minor alignment issue.,minor alignment issue,restock
59,Patagonia Better Sweater Fleece Jacket,Uncertain: Ordered wrong quantity (customer unclear).,Ordered wrong quantity (customer unclear),restock
23,Belkin BoostCharge Pro 15W Wireless Charger,Flagged: Cracked screen.,Cracked screen,refurbish
29,Meta Quest 3 128GB VR Headset,Assessment: Changed mind.,Changed mind,recycle
66,Zara High-Waisted Mini Skirt,Potential restock situation. Different style preferred.,Different style preferred,restock
62,Champion Powerblend Fleece Sweatpants,Unclear if restock or other. Better price found.,Better price found,restock
18,Seagate Backup Plus 4TB External Hard Drive,Possible overlap with other categories. No longer needed.,No longer needed,restock
39,Sonos Beam Gen 2 Smart Sound Bar,Possible issue: Size chart was incorrect.,Size chart was incorrect,restock
15,VIVO Dual Monitor Stand,See attached: Obvious repair needed.,Obvious repair needed,refurbish
54,Champion Powerblend Fleece Hoodie,Potential restock situation. Budget constraints.,Budget constraints,restock
18,Seagate Backup Plus 4TB External Hard Drive,Unclear if recycle or other. Major scratch.,Major scratch,recycle
42,APC Back-UPS Pro 1500VA Surge Protector,Flagged: Slight discoloration.,Slight discoloration,refurbish
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Inspected: Slight stretching. Needs further review.,Slight stretching,refurbish
75,The North Face Etip Recycled Gloves,Initial check: Minor dent.,Minor dent,refurbish
86,Montblanc Meisterstück 6CC Wallet,Potential recycle situation. major malfunction.,major malfunction,recycle
26,Govee Immersion WiFi LED Strip Lights,Customer reported: Better price found.,Better price found,restock
96,Moncler Genius Down Puffer Jacket,Initial check: Severe fading.,Severe fading,recycle
19,SanDisk Ultra 128GB MicroSD Card,Visual inspection: Multiple components failed.,Multiple components failed,refurbish
12,Microsoft Xbox Wireless Controller,Uncertain: Major scratch.,Major scratch,recycle
38,Roku Ultra 4K HDR Streaming Device,Assessment: No longer needed.,No longer needed,restock
44,Netgear ProSAFE 16-Port Gigabit Switch,Reported: Slight discoloration.,Slight discoloration,restock
71,L.L.Bean Fisherman Knit Cardigan,Visual inspection: Different style preferred.,Different style preferred,restock
86,Montblanc Meisterstück 6CC Wallet,Notes: minor zipper issue.,minor zipper issue,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Possible issue: Obvious usage marks.,Obvious usage marks,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Observed: extreme weather damage.,extreme weather damage,recycle
76,Smartwool PhD Outdoor Light Crew Socks,Further testing needed: Small puncture.,Small puncture,refurbish
90,Chanel No. 5 Eau de Parfum,Reported: Packaging slightly damaged.,Packaging slightly damaged,restock
8,ZAGG InvisibleShield iPad Screen Protector,Flagged: Fit not as expected.,Fit not as expected,restock
46,Ring Video Doorbell Pro 2 Smart Doorbell,Initial check: Better price found.,Better price found,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,May require restock. Fit not as expected.,Fit not as expected,restock
85,Hermès Birkin 30 Togo Leather Handbag,Customer reported: Style doesn't match.,Style doesn't match,restock
19,SanDisk Ultra 128GB MicroSD Card,Inspected: heavy wear. Needs further review.,heavy wear,refurbish
74,Patagonia P-6 Logo Trucker Hat,Possible issue: Small fabric pull.,Small fabric pull,restock
